SYMBOL,BME01 ,BME02,BMe6,UMe7 ,UMe8,UMe9 
RPL36AL,10561.26685,12311.84487,8006.26038,106519.2533,47562.9083,64900.37443
RPL4,132052.0167,93514.47777,110932.6977,2167227.705,585103.8768,875479.7401
RPL5,42510.21126,35630.30235,67364.52665,289680.6028,119400.1615,132895.1227
RPL6,21951.20909,16433.38909,23059.7418,349782.3982,123567.9749,144184.2621
RPL7,37087.02626,20951.80268,5485.163071,456968.7339,134518.6024,221245.8663
RPL7A,86940.07781,85161.65822,102009.2606,2202272.951,604853.1939,922210.0697
RPL8,12400.79453,10734.31279,5163.410697,173614.7795,63288.00874,44171.97923
RPL9,13726.21494,16075.16821,15136.92676,111798.2264,76559.39482,64541.62344
RPLP0,58219.17697,78422.07694,41108.29163,333707.7121,233422.6566,180555.9657
RPLP1,10519.4027,12329.61007,4856.252045,12273.29083,911.3599905,2130.176102
RPLP2,67502.54446,62876.24967,56820.38797,374108.3585,258146.3246,229466.4935
RPN1,92569.64853,53795.51499,119997.9491,390406.4179,569248.2563,456233.6603
RPN2,31366.55702,31583.50962,14829.15154,40568.98297,29141.76942,25739.44131
RPS11,3125.929175,2414.801243,4506.91236,33775.62311,26405.03224,31318.9371
RPS12,14471.93945,4626.602518,11321.54811,58739.20595,35239.10229,52740.1289
RPS14,32205.46171,16285.48332,80646.74296,93192.84959,67333.7015,54963.28272
RPS15A,54852.14756,58734.94614,31771.28729,348888.7426,200413.7313,180624.7878
RPS16,227545.9612,172492.5696,220569.9647,2682069.114,1230333.865,1402652.407
RPS18,20412.89404,11133.75083,29555.08635,226886.0945,122625.3463,103835.3543
RPS19,33919.2617,932.2151655,16890.09778,35345.7265,30418.79882,25456.8129
RPS2,112511.9914,113142.046,146807.1928,1687765.821,760161.4337,816570.5324
RPS20,46758.92192,27765.68515,20727.58975,206506.1954,121599.9379,98649.57654
RPS21,14089.30278,992.5710488,12663.99222,108156.7655,70835.13837,73753.46825
RPS24,3277.251727,10933.34786,4606.688491,56383.65929,27212.46005,22260.31072
RPS25,109526.0472,127762.4781,121481.28,638768.0009,379769.2679,387033.2875
RPS26,63099.84128,46245.59992,56494.72789,720480.1199,319595.4118,336365.2542
RPS27,2604.394105,3984.818625,33717.13037,30926.38082,14476.87965,17384.04272
RPS27A,543725.7885,483608.6931,742530.5649,5870968.394,3572438.68,4769281.162
RPS28,10766.57019,17218.94405,5506.250854,37654.94785,24408.56576,19502.92697
RPS3,152970.7911,117747.4071,172030.328,1444721.341,895002.6907,687696.7749
RPS3A,12579.02017,11640.8319,17949.37214,137609.6996,100903.9186,110982.0505
RPS4X,108033.9991,46280.9016,48335.60671,633807.684,196107.9001,181803.9311
RPS5,25452.14249,31268.80283,68077.16592,213012.0932,20494.21184,119018.7997
RPS6,145445.7168,128873.4473,199659.1065,513126.5782,195162.2824,286970.2244
RPS8,133502.8048,120762.0183,172052.552,1992237.327,628835.964,999630.4498
RPS9,62684.03297,46937.86694,70151.57812,729192.8186,272280.8605,320439.4343
RPSA,171591.7466,163493.0924,129880.4347,998016.2834,560205.5504,585401.7222
RRAD,3906.530147,9923.725072,4567.344142,23773.69145,18686.61632,34858.23649
RRAGC,8542.898071,14896.30676,13992.83811,40027.78309,29953.41837,18325.33233
RRAS,160067.0555,134630.3451,270253.6335,1085514.225,855266.3069,1182783.604
RRAS2,40540.76892,67395.50493,157152.5888,389949.093,215232.7423,255030.4385
RRBP1,18464.8682,5325.308412,71064.89714,36586.99621,2578.813122,51945.04356
RRM1,22185.89076,22185.04625,24329.62437,98750.36666,57589.91708,53070.68043
RSU1,252613.4552,259796.9027,135674.132,981381.5661,591762.4063,816141.6573
RTCA,9107.787961,2385.389406,10058.97789,60621.15104,55999.71916,45208.01049
RTN1,949.2821505,553.626687,1357.896048,19089.45176,18797.42322,3205.336466
RTN4,73125.96182,31015.50648,128190.2165,637149.0708,451293.6598,347851.6769
RTRAF,8435.176603,11952.14918,1189.764673,39253.37559,23608.68251,40043.6099
RUVBL1,20815.95945,6141.837604,7531.610968,63921.10744,70783.18515,47813.73335
RUVBL2,6035.396437,13324.82092,15033.09884,38933.20503,45837.90473,45049.3232
S100A10,361547.6349,391865.5094,324826.9115,801002.3934,336795.2697,314587.751
S100A11,378085.7324,421528.9624,893495.289,4063839.786,1941332.248,1995162.493
S100A16,5862.447751,3617.566229,28493.9091,9936.101244,12797.47269,13630.2551
S100A6,1673.087384,6190.559316,4951.401094,10874.62089,8875.734178,5779.719155
S100A8,1301.653814,2817.393708,11701.5206,2855.950691,2506.356797,11619.09758
S1PR1,72701.46621,49765.58413,77882.84269,44423.07807,89703.39879,39425.30908
S1PR2,10562.88111,3795.42105,8408.537909,22933.76706,17320.61122,22738.85624
SACM1L,7535.732917,400.9656301,3388.470947,52201.70816,46286.9299,37321.91367
SAR1A,16879.44081,1475.99116,24664.42419,86600.46306,77493.96804,74833.94024
SAR1B,10082.26066,36813.77385,1424.768031,5610.283321,21071.0285,16788.8308
SARS1,64420.08573,60824.38238,63425.28996,206919.8781,203376.6653,206256.2603
SBDS,7235.997081,1552.457546,2085.115322,51091.06598,52693.27783,58907.7851
SCAMP4,949.3804566,2143.283967,1012.566026,51011.13582,1308.49908,46337.15458
SCARB1,2496.66672,13916.84398,4802.464343,63323.77385,30403.89801,41529.57675
SCARB2,33710.97521,23283.56672,26389.6068,77417.90801,21105.5969,57216.90133
SCFD1,7989.870743,3428.386781,1066.269395,23633.18439,22253.0192,21312.68036
SCRIB,68532.75878,88655.94562,51336.00354,143060.9766,168964.6501,127305.3247
SCRN1,9197.100543,12335.33198,168427.7321,76763.38931,125132.2828,108618.6644
SCYL2,2953.121638,5540.364675,7652.374125,27364.50688,24686.56619,18662.28156
SDC4,13267.06056,25960.44534,124564.9752,38571.50052,16803.49654,14772.08332
SDCBP,137896.1218,85156.05403,138175.2733,457974.4805,317444.7849,298011.7774
SEC11A,19722.99914,18095.42159,24803.0257,4300.770953,169566.6142,133848.6442
SEC13,4350.686106,5022.047383,15861.56127,73246.47324,59410.18851,64028.91926
SEC22B,69088.29049,45868.47436,19399.3887,158410.8387,105898.1131,86787.45867
SEC23A,14325.80521,39079.41356,35642.34995,61526.25883,29970.75599,15562.7198
SEC24D,45933.18458,46440.274,118882.2046,57914.21962,34920.92119,17311.19761
SEC31A,36350.26576,30955.71943,62034.90024,333204.4175,216975.3079,200816.2797
SEC61A1,25840.23635,39585.54487,51603.568,204339.1394,300196.0009,241033.8194
SEC61G,3037.660052,3696.718054,9480.383173,27532.84782,40205.93849,27971.91918
SEC63,857.0465316,2140.400159,5108.508411,20851.49206,25888.51604,6958.242951
SEMA3C,22776.99566,17707.75938,53222.13251,218460.849,63157.97968,85317.90866
SEMA7A,9107.025629,10694.88462,61850.53697,37955.8028,8800.759437,20121.12267
SEPTIN10,8669.77808,3150.529377,2965.218441,61828.85405,46629.82394,42151.70614
SEPTIN11,18830.58084,26914.81204,44650.6374,88816.07917,67211.66751,71264.97168
SEPTIN2,51068.22779,33141.59027,33258.20574,107529.1883,88824.93293,140720.0597
SEPTIN7,12272.76779,14061.68475,12763.42144,71747.96649,17037.41644,33601.06525
SEPTIN9,38649.77906,30769.96475,43363.9326,186299.422,113672.8084,83474.1747
SERBP1,6295.564419,5790.98134,4151.79449,21137.22584,3261.308347,2458.599584
SERINC1,30186.53515,16145.88642,1208.915709,1745.637296,4745.179044,36635.48089
SERINC3,8837.895386,4739.284564,18519.94077,50054.41351,43270.19831,47082.63979
SERPINA7,135371.5284,123728.7121,266312.7444,197344.128,580605.2829,178888.5091
SERPINB2,13862.79026,5034.778653,22564.91089,108272.9382,175813.9148,287329.7443
SERPINB6,24162.59581,14855.94354,11483.88533,48400.97696,87980.7971,54129.77739
SERPINB8,135597.0722,142788.0926,32019.6566,52922.18332,33399.09045,33192.45255
SERPINB9,2469.633065,6904.868828,11423.24022,6512.097736,13076.16194,42707.79743
SERPINC1,66036.6686,75577.80217,65222.06311,57144.57485,82441.74887,56719.02982
SERPINE1,123088.8122,112491.7123,276482.1631,1705417.78,690182.2076,474506.3474
SERPINE2,171932.8425,76258.95143,103035.0302,234298.1306,1308279.803,371279.8542
SERPINF1,110972.4893,71422.23519,231323.7961,76425.77402,144019.8628,60130.96759
SERPINF2,509798.2759,422852.1399,770754.4595,611709.9569,1462624.269,495872.3747
SERPINH1,69756.41272,90678.08308,96656.08839,532361.6676,327014.9863,318387.5658
SESTD1,2429.195739,2934.91391,28885.53769,19429.08641,16710.75867,22044.38379
SFXN1,14822.63933,5537.252724,12045.02852,1623.882789,17333.52348,10157.6599
SGCD,6738.484439,23918.57234,26938.21239,34468.69689,53666.79078,76095.30844
SH3BGRL,1288.342359,8557.012776,33739.33814,51227.97306,42517.80033,43013.71828
SH3BGRL3,47215.68649,35647.03933,65152.31693,208498.0527,107718.0334,157504.5141
SH3BP4,19859.64891,73310.55186,52755.71444,300450.5512,171415.1834,256064.2407
SH3GL1,6314.14282,5495.75066,37200.86962,36866.28554,30492.59375,29837.02773
SH3GLB1,18144.97301,7182.449139,9340.342988,36556.49485,29903.3133,31080.23033
SHC1,5513.465267,30745.67422,8559.631813,56674.79492,9733.02344,40580.31955
SHISA4,7162.879915,11906.28101,7593.994471,21895.50734,18294.11772,43010.67318
SHMT1,17598.00122,15054.97074,7012.120828,17830.61566,19298.65282,13695.18417
SHMT2,26053.85316,14600.98252,14209.90571,83583.3702,83372.12031,41275.70354
SHOC2,3281.458455,2433.870568,3014.535375,31882.02774,37677.3318,22775.72284
SIDT2,4860.477899,5440.084641,1486.85322,22499.66533,13036.64749,8647.24062
SIL1,1534.594289,1169.902515,2599.127159,9264.163821,4558.042871,369.0665496
SIRPA,26242.19281,27837.43571,38918.67455,177079.8017,221569.8378,184494.5398
SLC11A2,3297.634932,846.0615533,8818.459966,43784.87212,37366.11105,23321.25465
SLC12A2,65029.5265,35167.46723,95878.47796,804223.8611,585872.0857,523294.6941
SLC12A4,10048.37347,5047.899576,4499.281212,28744.30801,17422.28348,32256.61733
SLC16A3,360122.0429,473732.7802,917908.2696,11870779.07,10816528.45,7794236.016
SLC16A7,3623.428759,610.9199085,19368.01563,78438.29558,93352.50728,58860.39269
SLC1A1,13442.41425,6514.686834,9726.404386,24633.87956,13934.78988,16800.06344
SLC1A4,26039.51196,110459.539,62906.32263,630613.0047,368759.4181,296231.324
SLC1A5,1106063.861,1652936.865,1792395.605,14420114.56,10996915.84,11127709.96
SLC20A1,5276.591044,1378.942613,328501.7855,88521.31942,39502.11774,43921.80804
SLC22A4,1257.45942,1955.396684,846.7707241,19824.06399,11644.06124,10501.68249
SLC25A12,2876.782603,1430.06549,708.901369,2439.437002,410.1068843,5028.340915
SLC25A24,1567.501288,26337.04992,9832.847794,22370.38591,16994.44748,17064.37583
SLC25A3,25789.17264,19225.75701,23429.11216,116092.0084,204845.1871,88324.87175
SLC25A5,20362.85877,19080.33446,19351.24369,104058.7577,80875.32404,72781.41967
SLC25A6,13321.09486,9278.386547,15940.67672,102319.3685,112190.7696,77870.99713
SLC26A2,10143.67551,5329.687734,19440.43007,125001.8558,85970.64853,68653.14519
SLC29A1,49280.99358,31206.43898,70640.22649,523771.6021,87954.59247,115560.859
SLC2A1,151404.5141,119850.5561,44788.35047,388825.4221,88565.97039,120186.9381
SLC2A14,115551.2831,118688.5589,86691.62376,268943.2808,186820.7037,153905.8131
SLC30A1,38040.81581,22460.78494,69181.99239,234983.038,210339.1727,173392.5041
SLC31A1,15056.96295,12285.50257,30979.91539,106952.2353,87140.8561,84904.27813
SLC35B2,7120.666441,1928.132445,1562.99544,59057.31214,46890.01404,41431.4925
SLC38A1,23050.70807,25755.263,44095.5085,363210.684,196168.0428,243076.5774
SLC38A2,21055.9907,23265.11881,10810.29312,379301.6375,115370.3131,261476.3261
SLC38A5,109927.5736,68954.81878,152688.7329,99116.40391,91944.99283,67587.48855
SLC39A10,26929.97749,22804.48938,48608.43386,139419.3376,102898.2394,70862.61346
SLC39A14,30831.51263,43221.32552,204192.91,1843170.854,971446.9779,1332329.1
SLC39A6,7252.881644,1896.110635,65316.24059,296733.6778,178325.1954,194409.5799
SLC3A2,173458.2092,269139.1627,229826.6789,2085236.67,1621134.979,1432312.117
SLC43A3,1401.250241,19355.71039,73024.53879,319118.8902,94189.034,88412.22587
SLC44A1,74217.88808,57573.08778,156003.4209,771122.5376,567817.3594,427660.7029
SLC44A2,330419.5452,217228.8828,288414.7421,1516419.863,1205401.664,855623.9492
SLC4A1,570498.2336,369178.7288,60241.21426,19808.68193,4563.109285,2487.926163
SLC4A2,4536.986633,10558.87201,14544.57323,94234.99515,63441.97107,72560.49138
SLC4A4,46585.05184,25813.75782,46988.03903,177042.2058,90294.13311,556181.8748
SLC4A7,21688.89628,29591.42995,49901.20612,444966.2917,444346.5971,526653.9813
SLC52A2,2380.579316,1487.753233,99413.79003,64156.90691,50809.34389,47230.32342
SLC5A3,3498.497221,16536.17013,9180.102638,184711.4162,73352.80672,70024.18277
SLC5A6,717.729578,4795.187562,8870.848508,121548.8403,57910.00339,68565.39548
SLC6A6,16914.50955,6130.876286,4935.981293,49303.60452,21088.68333,7243.300544
SLC6A8,1906.747295,11393.91569,6721.456808,28504.97809,20876.94122,32513.09813
SLC6A9,24244.88109,18855.79574,6837.436222,20927.47228,32399.4242,29642.17575
SLC7A1,61692.79695,69911.76256,168134.0005,914217.0709,467337.2963,378332.5306
SLC7A11,676.9719844,961.8469842,1438.875764,26114.30469,55489.17057,34988.18799
SLC7A2,3799.590846,3683.520505,12109.31495,205533.8554,16523.90365,173299.4326
SLC7A5,120244.752,198897.5471,291819.2598,975534.0292,670684.6091,492985.8186
SLC7A6,1124.883334,483.2425401,2318.700899,13251.17638,6891.436996,8256.709469
SLC8A1,4079.53637,3944.268795,19086.05613,31280.98904,6853.738112,5417.6219
SLC9A1,22492.5374,85969.19522,56137.05039,387231.5642,326386.8587,321296.6418
SLC9A3R1,42683.86721,29747.48734,1566.151011,5816.763402,35379.96711,59544.77131
SLIT2,2451.828286,1993.704444,4751.64654,7967.958577,8540.792804,3660.829313
SLK,4359.419891,10318.61491,414.0563195,1696.976144,2454.934682,1289.253605
SMAD3,7130.7984,1027.650373,693.5683901,64921.0998,80859.19827,544.9605795
SMAD5,2868.017003,5969.046379,15294.60373,79698.70592,79131.40131,88325.45391
SMURF2,17310.79905,6113.598122,20570.14984,61313.851,39603.21266,42517.182
SNAP23,63100.81715,50292.0982,29754.54668,505737.9132,402923.2529,436461.1495
SND1,26460.43811,49288.10638,21889.88507,210646.9242,221766.1495,193940.6635
SNRPD3,1688.961915,18938.43616,4093.655352,34684.56609,22903.59986,17606.57986
SNRPN,3716.253308,759.006379,6210.5399,15174.3245,5638.648023,2757.225592
SNTB2,30877.38646,30173.96953,29338.12752,323094.9615,299843.2513,228661.1585
SNX1,7478.888186,5020.150968,3607.937015,95927.37191,3774.744529,5684.70034
SNX11,6729.83898,9955.452433,1730.03833,17255.55494,1530.579132,20408.50821
SNX17,8243.421984,5978.806914,11713.6671,23910.58242,47711.27688,39930.74635
SNX2,439.7179125,1205.683523,10252.7882,6959.482298,9475.861877,5243.425264
SNX3,12070.28867,11529.16806,16496.14878,14242.85503,4911.67271,5984.245387
SNX9,29885.62107,19211.9089,51102.10244,171358.7055,64905.60212,67962.65912
SOD1,22784.8499,23961.55951,10138.78073,131204.2748,144356.392,119181.5047
SOD2,9192.888053,8061.490982,1363.06228,4288.846023,1608.741953,8746.132746
SPARC,61135.39304,51092.70109,163767.5968,147547.5195,332626.6226,200559.1325
SPART,2534.986935,968.5534419,16437.3102,4416.256711,5928.673395,3222.948572
SPCS3,13553.12002,7320.54977,46123.53369,68390.59483,82920.86245,87041.71593
SPEGNB,7074.023876,31847.68106,7105.917784,28642.16864,51384.33695,8752.94118
SPOCK1,12818.71115,20873.48331,54959.346,74872.41943,135060.3444,52826.3145
SPP2,203379.8642,190036.8999,24369.4786,33982.10862,33002.57374,17133.92553
SPRY4,6599.687256,3833.233194,15276.9474,4848.435685,21844.68941,3147.275597
SPTAN1,48411.69559,51425.51164,73274.41721,377524.755,216253.0298,198813.2841
SPTBN1,28593.69075,28322.74561,162253.7357,137057.3528,93715.11055,127569.9641
SQSTM1,7402.003332,14261.42926,1308.956982,16179.5208,20196.29394,7991.368656
SRC,43935.68535,33565.87966,37382.92071,220184.6125,220077.7782,226476.0428
SRGAP1,6875.829924,3024.41868,16776.0292,71004.37796,41007.28994,40759.64513
SRGAP2,8418.30193,47228.35388,189420.1612,149284.2796,74019.64098,142636.3309
SRI,293192.9983,280933.1399,174437.1961,632737.226,423331.4042,319077.3381
SRM,22479.35254,19625.97237,38865.55099,17168.69415,6492.046797,5699.752232
SRP68,6804.185703,11293.55742,5754.130341,11241.72865,11171.16132,14122.56179
SRP72,9728.857502,5236.929586,10258.07568,41073.39887,24379.9773,32611.04046
SRPRB,3363.612397,4392.545995,7518.740783,20877.75387,18652.03594,21726.84199
SRPX,1087.557919,1149.37831,1820.06813,820.7683602,3829.424727,3910.935532
SRRM2,9218.70654,17585.08819,26400.76785,6452.308861,5138.686669,906.7664967
SSPN,1616.366366,1046.526376,1347.931749,1827.880113,3952.990359,900.7712024
SSR4,1265.967438,31715.91455,7212.568223,47898.92373,73666.83392,50194.17124
ST13,61178.2824,37256.50927,45131.51245,187163.6326,193272.4208,131655.8021
STAM,16505.58809,33720.7534,9652.534097,45371.87785,790.9377879,20515.74185
STAT1,128405.6439,116172.1028,118232.4949,443647.7845,527092.4114,377342.3976
STAT3,2212.172294,615.4286501,2297.036061,5661.969756,3262.994172,4603.527313
STC2,5743.270868,6037.013992,25003.63985,24293.19112,140423.1684,65809.59403
STEAP1,2118.953755,1029.845838,11512.01191,35301.60886,14873.32527,11940.79602
STEAP3,249218.7792,134709.3316,224568.2851,487893.5685,244974.8924,305574.7744
STIM1,6263.180972,628.6402281,1626.319099,2578.585074,2539.098999,11325.02784
STIP1,40149.99724,24503.39483,55100.00571,178248.3032,149184.2087,151277.946
STK10,23515.40263,11784.58833,44610.96082,136087.8152,88336.04951,128160.7759
STK24,10236.18608,11708.62617,2339.667669,23961.81298,20915.59743,34578.29004
STK25,7248.879764,4535.88149,7167.304974,26501.30182,18286.08006,26618.04682
STK38,10039.90342,5935.599879,4007.239708,20602.34257,29052.91739,18748.63809
STK38L,8439.705804,31006.56607,13191.46717,46747.21143,34620.64858,83233.57787
STK39,3078.854121,6165.612634,2850.658379,50874.6352,51095.46125,30370.76215
STMN1,9043.012479,33505.60399,51322.14027,161574.1259,151024.0322,109706.1896
STOM,643654.9039,421972.7171,57140.19474,677677.2166,318530.2696,506654.6456
STON2,1992.401714,1965.984464,17438.60427,23173.52879,3304.113291,14761.21562
STRA6,39086.65446,3332.032157,41098.34514,58177.16812,114802.8799,84884.73736
STRAP,7375.876782,8912.663756,7604.751371,42661.22239,38924.90669,42387.70433
STUB1,33415.34452,19413.24427,38016.87961,112508.506,76738.86782,86546.97117
STX12,96538.88266,57664.72979,55725.23272,152876.5535,136032.6626,79886.62748
STX16,6803.031519,6412.167564,820.7081763,7410.876391,5070.202247,4529.666967
STX4,15198.88072,23336.88578,24369.13394,89521.98608,88555.02772,90081.76649
STX6,8805.924767,7927.93102,38515.18341,32283.37246,18247.47923,2612.173333
STX7,37494.22642,29337.81418,15006.27795,26616.10019,18371.05722,17370.6279
STXBP1,34143.18694,36504.20588,66791.94953,198345.5324,141939.2439,204000.3902
STXBP2,49155.2569,16612.5174,58508.68338,79484.3508,41472.52709,30666.81601
STXBP3,81514.18654,78135.11607,186973.2422,446846.9537,328947.848,336516.8342
STXBP5,31259.74988,36821.96812,15901.26499,89220.61258,66698.71083,59611.05996
SUGT1,1964.027955,5969.418242,48808.82145,4154.530981,5326.793163,40155.80136
SULF1,18234.2069,26413.43029,23483.74225,77991.01061,77734.13041,41665.06594
SULT1C4,17432.7512,28154.17195,16860.53023,33011.59563,25595.96127,14146.48782
SULT1E1,624.2535317,21774.57489,4109.12415,9655.631543,2821.299524,10678.91894
SURF4,11457.17581,14983.97489,42090.44691,175632.5749,182248.1593,137516.1798
SVEP1,11640.43764,1500.199505,22622.23526,27221.38606,14949.37937,5714.040816
SYDE1,890.5353165,953.4839239,806.7919562,3944.136575,4008.286776,2556.736263
SYNCRIP,16132.17043,13831.50579,18914.74595,57185.51701,76445.69696,45051.21377
SYNGR2,13309.41383,1517.888969,927.8398891,44038.0216,74831.20413,20471.76408
SYPL1,12128.62964,15348.92106,2264.741334,41964.26536,25023.61477,14642.58268
SYT1,5597.050736,1290.469155,11210.38541,5831.770715,49945.50042,3149.9023
SYTL4,10776.8666,13235.85982,6598.862166,35700.88419,20712.05223,7086.403515
TAGLN,284582.6614,330448.0101,159472.03,1888858.887,985041.6913,678885.1972
TAGLN2,329669.7181,467160.6162,255466.2934,675613.3928,611534.4091,1366474.316
TALDO1,32356.77223,10922.13295,20026.60283,136450.9841,120812.7983,95205.56357
TANC2,4469.457295,2742.649563,10057.37593,13735.62231,12142.73479,10465.40121
TAOK1,5281.703724,10247.40984,48594.19662,76006.6185,54564.84834,74523.4017
TAOK3,4101.388041,3843.245025,2143.224222,20666.11898,9882.102719,15108.22228
TARDBP,1242.809009,318.2090546,1832.696744,8065.218768,7955.602977,6656.782332
TARS1,46942.34794,60989.50767,91846.92861,272082.1857,327850.1582,148685.8424
TAX1BP3,4790.477831,16329.06756,33119.3857,95571.00733,94211.18107,91116.20704
TBC1D10A,6565.151655,1852.23624,61168.32655,46992.81046,10531.88863,6792.115343
TBC1D10B,20468.5593,17901.42802,29761.32262,130029.4584,106985.4739,89055.72314
TBC1D13,3393.792121,9013.903935,4386.801021,31139.50545,25683.76514,22615.13292
TBC1D24,16261.21722,20600.79333,158496.5726,34865.03661,42429.75447,18930.08298
TBCA,23768.28952,22898.98559,58837.02381,276930.653,268620.967,273479.3382
TBCB,4460.842109,22972.11999,18632.48771,116080.297,130677.9365,76938.63432
TBCC,46285.42432,1831.583282,1236.57463,133496.9276,4508.975701,16541.49341
TBCD,12507.16071,24698.36553,28975.61588,37509.84273,32415.45644,38104.78612
TBCE,584.453573,840.8973164,1452.442441,17622.49902,2770.703718,3859.88068
TBXA2R,8676.047981,14313.6546,460.2511299,35043.3945,3973.236776,32281.00184
TCAF1,4933.27933,9098.353965,4493.124321,34025.8457,26527.74516,17888.85248
TCIRG1,24872.61442,21451.29083,34694.96128,128296.6501,135534.7728,130603.8176
TCP1,102921.1463,97511.71108,121689.236,560301.2273,462813.0964,378628.5981
TECR,6416.275009,4599.13874,477.6496443,30658.83683,33062.9888,35235.44835
TEK,117514.1205,88846.65416,125947.5995,107636.7051,108777.224,78439.6862
TENM3,50388.8611,34838.6967,63797.52107,240517.6127,75197.90305,62223.08095
TES,9900.823704,10139.7266,15081.30747,60226.38017,31539.12106,44446.37467
TF,325195.5058,201155.4909,290655.3774,449315.1243,531421.8023,246101.4871
TFAP2A,114047.8496,113319.8317,32217.36286,11325.34414,32916.51217,7297.669482
TFPI2,37961.33958,79668.90639,77985.89057,182964.5005,168800.3927,186833.1915
TFRC,881854.2033,418327.7781,707175.1622,4018316.417,2815388.95,1695193.55
TG,109004.6346,81100.66499,28315.0315,18910.06518,28437.30702,13344.56556
TGFB1,29055.18748,30667.28798,36994.67192,31644.3878,43286.62989,28318.09992
TGFB1I1,69300.37804,80574.7211,54674.3298,880734.3314,545113.7618,1124957.44
TGFBI,179042.0513,325044.2644,1014968.123,739746.7252,1985592.282,853677.8564
TGFBR1,5868.882164,7990.429196,6980.20988,41947.77702,88568.0533,78919.17345
TGFBR2,2356.409851,790.8677635,11697.59192,51107.13273,18635.35498,48518.75282
TGFBR3,1004.392711,4240.519454,2897.238995,15801.54871,23810.30502,10418.72156
TGM2,130949.2157,101004.8386,63675.53109,3093038.225,1874062.844,1037954.169
THBS1,867859.4294,1072252.068,4181420.388,5935563.442,3687642.29,2750485.135
THBS2,36123.12511,31870.98194,131268.1229,39037.95849,373670.1409,62811.03474
THOP1,18564.19241,1331.107144,21188.4972,12913.84991,12751.2115,5882.260285
THY1,74816.25151,78779.8858,91030.5673,1981405.714,955765.5369,2107777.642
TIMM44,369.2536921,1850.596286,3769.911465,7872.776562,6507.212099,4598.965838
TIMP1,13776.49603,12578.54045,116596.018,123854.3147,494732.2776,221598.7504
TIMP3,21245.46976,11009.9893,31480.60398,497573.5299,125994.521,103400.1695
TINAGL1,60228.13741,44112.77845,37140.2206,534379.4409,65089.91822,123385.4496
TJP1,29927.95245,16405.22299,14577.33299,76482.60439,98457.15792,70754.06502
TJP2,11895.40628,20203.52332,20097.15694,16422.20836,30353.73236,34419.85265
TKT,78569.06991,11612.68962,46749.49368,155016.6181,179525.866,174453.1165
TLN1,636044.7989,277459.0378,216324.9035,2626934.962,2122388.725,1304114.669
TLN2,8745.289636,4191.167883,21985.45976,2463.816244,5938.136104,40554.47731
TM9SF1,3055.424409,32458.97533,4526.340757,9171.924393,12874.85001,6520.018717
TM9SF2,24440.77103,12801.22479,10492.05129,32948.7157,24036.10148,35165.47627
TM9SF3,5181.206854,4250.081209,16984.7756,74947.33126,91205.0768,90262.16714
TM9SF4,18812.92135,9300.692506,8694.430011,32455.57067,12149.83658,31968.24367
TMBIM1,36703.488,6585.607316,9092.169137,73249.18401,44093.82108,50132.59941
TMBIM6,8395.66489,4574.340118,1265.461456,14022.18259,11699.51506,12815.52302
TMED10,20764.63263,35961.03571,22544.5623,79031.38287,88185.69913,50229.4269
TMED7,29896.0894,25929.2088,24587.74447,89645.95655,78775.27483,61391.07969
TMED9,14663.05045,10578.11255,12432.82989,44371.76347,48817.61237,43204.21749
TMEM106B,1325.364593,3865.184811,37678.68841,52138.6064,32762.98061,19504.64214
TMEM119,20953.63882,14134.38707,400797.3137,71294.95543,15996.9558,80674.57152
TMEM132A,19048.51899,11117.94645,19594.31789,33683.39816,41737.10146,71994.76982
TMEM165,6416.010408,2101.7229,6732.855002,72061.30543,61781.16052,58704.10121
TMEM200A,2634.279434,525.1607689,3525.214803,18383.35675,9065.422674,6116.109458
TMEM248,2667.62357,1588.098956,386.805385,24902.92997,13163.06,18883.65791
TMEM30A,16667.91413,6461.253359,11788.26985,87692.67176,43535.27303,44916.18066
TMEM33,17478.67034,40751.27966,25351.90217,147615.4202,124609.5522,88775.49842
TMEM43,13417.02378,16640.99658,24410.3764,60811.42135,88108.56653,42437.04467
TMEM51,859.0181912,3279.317472,24195.97337,15586.12215,11783.02407,19618.50525
TMEM87A,7101.57601,31378.78097,8660.199978,6530.176133,11401.86515,21792.65174
TMX1,13210.72395,5431.110933,16014.61124,51230.84595,63012.99092,60434.83018
TMX3,13180.00288,8161.604359,9896.989763,35890.8464,38646.29435,35168.0927
TNC,57327.30016,236170.4059,4150224.846,3110357.377,543571.3251,642994.1123
TNFAIP2,4298.008888,24447.29389,7051.873227,36414.47201,47562.80109,28555.37881
TNFRSF10A,26563.28347,24204.98784,6077.09745,30965.00324,15466.07503,13331.34708
TNFRSF10B,8570.081125,3313.654388,5526.335328,15783.46228,26229.11408,39721.44849
TNFRSF12A,2156.807384,4738.207883,16878.49778,214607.6341,109559.3366,116596.1339
TNIK,116634.0912,62092.6323,3075165.79,738719.3953,29132.57134,28839.29849
TNKS1BP1,3529.460808,379.1456046,826.6647813,34866.70592,30053.8844,19000.93793
TNPO1,24490.95169,48043.39922,63553.18997,184070.4428,116722.0073,75039.43315
TNPO3,3615.400227,3427.102815,9064.434053,20055.15675,18788.75805,18446.40679
TNS1,52443.4179,42650.16508,33942.51963,737463.8556,470833.2338,962682.6323
TNXB,21031.64599,108724.8525,826163.6597,95357.5608,32995.25,310544.0673
TOLLIP,19482.36124,8846.048055,40741.4288,166412.821,148305.7483,125518.9819
